genome_id;contig_id;ORF_id;ORF_length_bp;ORF_strand;ORF_start;ORF_end;VR;VR_strand;VR_start;VR_end;VR_position;TR_orig_start;TR_orig_end;VR_length_bp;TR_length_bp;VR_A-N mut;VR_non A-N mut;database;ORF_ftype;ftype;gene;EC_number;COG;product;metagenome_id;genome_length;num_contigs;otu_id;biome;ecosystem_category;ecosystem_type;habitat;domain;phylum
3300029672_12;3300029672.a:Ga0243361_100104;3300029672_12___01909;783;-;50073;50855;VR;-;50145;50255;begin;9773;9810;111;38;21;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029672;2362596;61;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029788_17;3300029788.a:Ga0243743_1000076;3300029788_17___00828;885;+;64912;65796;VR;+;65565;65642;end;84325;84372;78;48;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029788;2525758;74;OTU-1590;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Firmicutes_A
3300029788_17;3300029788.a:Ga0243743_1000076;3300029788_17___00853;1740;+;85603;87342;VR;+;86275;86378;middle;84325;84372;104;48;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029788;2525758;74;OTU-1590;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Firmicutes_A
3300029795_21;3300029795.a:Ga0243742_1000157;3300029795_21___02186;885;+;64907;65791;VR;+;65560;65637;end;84320;84367;78;48;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029795;2478104;51;OTU-1590;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Firmicutes_A
3300029795_21;3300029795.a:Ga0243742_1000157;3300029795_21___02211;1740;+;85598;87337;VR;+;86270;86373;middle;84320;84367;104;48;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029795;2478104;51;OTU-1590;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Firmicutes_A
3300020726_9;3300020726.a:Ga0214220_1000843;3300020726_9___00941;345;-;8308;8652;VR;-;8315;8456;middle;7619;7668;142;50;23;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300020726;1110039;159;OTU-11334;Aquatic;Freshwater;Freshwater;Freshwater;d__Bacteria;p__Actinobacteriota
3300014807_12;3300014807.a:Ga0134439_1000059;3300014807_12___00134;1737;-;83619;85355;VR;-;84581;84682;middle;86582;86629;102;48;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014807;2389216;51;OTU-6220;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300014807_12;3300014807.a:Ga0134439_1000059;3300014807_12___00158;624;-;105149;105772;VR;-;105286;105363;middle;86582;86629;78;48;10;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014807;2389216;51;OTU-6220;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300025416_5;3300025416.a:Ga0208877_1001927;3300025416_5___00188;345;+;138;482;VR;+;332;473;middle;1119;1168;142;50;24;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300025416;1321809;107;OTU-11334;Aquatic;Freshwater;Freshwater;Freshwater;d__Bacteria;p__Actinobacteriota
3300027819_145;3300027819.a:Ga0209514_10000130;3300027819_145___00259;648;-;28313;28960;VR;-;28358;28439;begin;27914;27963;82;50;8;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300027819;839954;9;OTU-2609;Aquatic;Freshwater;Freshwater;Groundwater;d__Bacteria;p__Patescibacteria
3300013497_5;3300013497.a:Ga0121334_100063;3300013497_5___00257;1782;+;97214;98995;VR;+;97865;97972;middle;95948;95995;108;48;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300013497;3829212;34;OTU-5931;Engineered;Built environment;City;city subway metal;d__Bacteria;p__Firmicutes
3300029796_29;3300029796.a:Ga0243875_1000291;3300029796_29___01412;1740;-;10279;12018;VR;-;11241;11342;middle;13248;13295;102;48;10;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029796;1886722;165;OTU-16633;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Firmicutes_A
3300029796_29;3300029796.a:Ga0243875_1000291;3300029796_29___01438;885;-;31733;32617;VR;-;31885;31962;begin;13248;13295;78;48;10;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029796;1886722;165;OTU-16633;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Firmicutes_A
3300010280_25;3300010280.a:Ga0129308_1000093;3300010280_25___01942;684;+;88369;89052;VR;+;88827;88897;end;112048;112095;71;48;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300010280;2595982;21;OTU-2580;Host-associated;Animal;Digestive system;Ring-tailed lemur group fecal;d__Bacteria;p__Firmicutes_A
3300010280_25;3300010280.a:Ga0129308_1000093;3300010280_25___01979;1695;+;113362;115056;VR;+;113998;114101;middle;112048;112095;104;48;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300010280;2595982;21;OTU-2580;Host-associated;Animal;Digestive system;Ring-tailed lemur group fecal;d__Bacteria;p__Firmicutes_A
3300009083_26;3300009083.a:Ga0105047_10120852;3300009083_26___05535;447;+;2358;2804;VR;+;2701;2806;end;644;693;106;50;16;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300009083;7794404;243;OTU-16440;Aquatic;Freshwater;Freshwater;Freshwater;d__Bacteria;p__Myxococcota
3300028593_33;3300028593.a:Ga0255347_1004275;3300028593_33___00121;228;+;82;309;VR;+;171;248;middle;2379;2423;78;45;12;0;Prodigal:002006;CDS;CDS;pkn1_1;2.7.11.1;;Serine/threonine-protein kinase Pkn1;3300028593;2803680;207;OTU-13278;Engineered;Built environment;Water treatment plant;Wastewater;d__Bacteria;p__Myxococcota
3300029727_15;3300029727.a:Ga0245198_100020;3300029727_15___01282;1737;-;81966;83702;VR;-;82928;83029;middle;84929;84976;102;48;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029727;2289314;18;OTU-10844;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029727_15;3300029727.a:Ga0245198_100020;3300029727_15___01307;624;-;103496;104119;VR;-;103633;103710;middle;84929;84976;78;48;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029727;2289314;18;OTU-10844;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029191_7;3300029191.a:Ga0168694_100303;3300029191_7___01064;654;+;13399;14052;VR;+;13928;14011;end;30950;31004;84;55;17;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029191;2949490;166;OTU-6914;Host-associated;Human;Digestive system;Host-associated;d__Bacteria;p__Firmicutes_A
3300029191_7;3300029191.a:Ga0168694_100303;3300029191_7___01103;765;+;29682;30446;VR;+;30344;30426;end;30950;31004;83;55;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029191;2949490;166;OTU-6914;Host-associated;Human;Digestive system;Host-associated;d__Bacteria;p__Firmicutes_A
3300029589_35;3300029589.a:Ga0245106_100028;3300029589_35___00941;684;+;59045;59728;VR;+;59605;59700;end;82018;82065;96;48;9;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029589;1780734;11;OTU-2017;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029360_15;3300029360.a:Ga0243814_1006127;3300029360_15___01244;2403;+;8;2410;VR;+;2250;2408;end;3814;3863;159;50;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029360;2734073;136;OTU-2478;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300029842_12;3300029842.a:Ga0245273_100052;3300029842_12___01616;630;+;33155;33784;VR;+;33661;33771;end;65458;65507;111;50;16;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029842;2936708;61;OTU-10555;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029842_12;3300029842.a:Ga0245273_100052;3300029842_12___01656;1296;+;63608;64903;VR;+;64757;64866;end;65458;65507;110;50;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029842;2936708;61;OTU-10555;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300010270_46;3300010270.a:Ga0129306_1004351;3300010270_46___00588;921;+;180;1100;VR;+;906;1107;end;1968;2072;202;105;30;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300010270;1442099;33;OTU-12686;Host-associated;Animal;Digestive system;Capybara group fecal;d__Bacteria;p__Bacteroidota
3300029716_25;3300029716.a:Ga0245260_1000147;3300029716_25___02081;1872;-;122944;124815;VR;-;122955;123083;begin;122348;122395;129;48;12;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029716;2268757;49;OTU-10491;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029716_25;3300029716.a:Ga0245260_1000147;3300029716_25___02105;684;-;144390;145073;VR;-;144416;144511;begin;122348;122395;96;48;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029716;2268757;49;OTU-10491;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029718_23;3300029718.a:Ga0245237_1000006;3300029718_23___01717;684;+;335835;336518;VR;+;336395;336490;end;358552;358599;96;48;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029718;2147018;15;OTU-12522;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029718_23;3300029718.a:Ga0245237_1000006;3300029718_23___01741;1872;+;356133;358004;VR;+;357863;357991;end;358552;358599;129;48;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029718;2147018;15;OTU-12522;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029877_12;3300029877.a:Ga0245326_100040;3300029877_12___00368;1428;-;25919;27346;VR;-;25930;26032;begin;25407;25444;103;38;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029877;2050826;21;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029877_12;3300029877.a:Ga0245326_100040;3300029877_12___00427;783;-;65941;66723;VR;-;66013;66123;begin;25407;25444;111;38;16;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029877;2050826;21;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300024305_1;3300024305.a:Ga0247728_10005;3300024305_1___01622;582;-;436466;437047;VR;-;436474;436587;begin;464236;464285;114;50;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300024305;4556485;38;OTU-1759;Terrestrial;Soil;Soil;saline wetland;d__Bacteria;p__Proteobacteria
3300024305_1;3300024305.a:Ga0247728_10005;3300024305_1___01659;1515;+;462085;463599;VR;+;463476;463589;end;464236;464285;114;50;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300024305;4556485;38;OTU-1759;Terrestrial;Soil;Soil;saline wetland;d__Bacteria;p__Proteobacteria
3300029609_19;3300029609.a:Ga0245148_100007;3300029609_19___01818;2361;-;392357;394717;VR;-;392364;392557;begin;390819;390868;194;50;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029609;2346222;13;OTU-9333;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300010275_6;3300010275.a:Ga0129310_1000002;3300010275_6___01057;1428;-;531772;533199;VR;-;531786;531900;begin;531610;531647;115;38;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300010275;4168031;36;OTU-1996;Host-associated;Animal;Digestive system;Western lowland gorilla individual fecal;d__Bacteria;p__Bacteroidota
3300010275_6;3300010275.a:Ga0129310_1000002;3300010275_6___01109;582;-;570019;570600;VR;-;570114;570190;begin;531610;531647;77;38;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300010275;4168031;36;OTU-1996;Host-associated;Animal;Digestive system;Western lowland gorilla individual fecal;d__Bacteria;p__Bacteroidota
3300014784_10;3300014784.a:Ga0134413_1000003;3300014784_10___00385;684;+;106014;106697;VR;+;106574;106669;end;128358;128405;96;48;11;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014784;1590643;69;OTU-18020;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300000062_37;3300000062.a:IMNBL1DRAFT_c0000002;3300000062_37___01109;768;+;93179;93946;VR;+;93863;93926;end;115852;115899;64;48;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300000062;1494323;14;OTU-15549;Host-associated;Arthropoda;Digestive system;Passalidae beetle gut;d__Bacteria;p__Firmicutes_A
3300000062_37;3300000062.a:IMNBL1DRAFT_c0000002;3300000062_37___01148;615;+;114757;115371;VR;+;115248;115327;end;115852;115899;80;48;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300000062;1494323;14;OTU-15549;Host-associated;Arthropoda;Digestive system;Passalidae beetle gut;d__Bacteria;p__Firmicutes_A
3300017532_116;3300017532.a:Ga0185302_10003769;3300017532_116___00156;1089;+;15;1103;VR;+;1010;1089;end;1431;1477;80;47;17;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300017532;629299;69;OTU-17048;Aquatic;Freshwater;Freshwater;freshwater lake hypolimnion;d__Bacteria;p__Patescibacteria
3300017532_116;3300017532.a:Ga0185302_10003769;3300017532_116___00160;1089;+;4696;5784;VR;+;5655;5770;end;1431;1477;116;47;22;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300017532;629299;69;OTU-17048;Aquatic;Freshwater;Freshwater;freshwater lake hypolimnion;d__Bacteria;p__Patescibacteria
3300021170_16;3300021170.a:Ga0210400_10000272;3300021170_16___00251;843;+;42705;43547;VR;+;43382;43507;end;44083;44158;126;76;25;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300021170;572201;19;OTU-2282;Terrestrial;Soil;Soil;Soil;d__Bacteria;p__Patescibacteria
3300014519_2;3300014519.a:Ga0169886_100018;3300014519_2___05162;879;+;138146;139024;VR;+;138594;138680;middle;188693;188764;87;72;19;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014519;6240155;74;OTU-3668;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Firmicutes_A
3300014519_2;3300014519.a:Ga0169886_100018;3300014519_2___05226;972;+;186656;187627;VR;+;187523;187610;end;188693;188764;88;72;21;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014519;6240155;74;OTU-3668;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Firmicutes_A
3300008619_9;3300008619.a:Ga0111235_100898;3300008619_9___00908;561;+;42;602;VR;+;481;595;end;1467;1516;115;50;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300008619;1812008;77;OTU-3034;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Proteobacteria
3300029360_5;3300029360.a:Ga0243814_1000022;3300029360_5___00459;612;+;141964;142575;VR;+;142419;142495;end;178693;178742;77;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029360;4743943;56;OTU-16537;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300029360_5;3300029360.a:Ga0243814_1000022;3300029360_5___00507;1437;+;176730;178166;VR;+;178032;178151;end;178693;178742;120;50;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029360;4743943;56;OTU-16537;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300029784_7;3300029784.a:Ga0243806_1000007;3300029784_7___02218;1437;-;233784;235220;VR;-;233797;233916;begin;233207;233256;120;50;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029784;4876285;22;OTU-16537;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300029784_7;3300029784.a:Ga0243806_1000007;3300029784_7___02265;612;-;269375;269986;VR;-;269453;269529;begin;233207;233256;77;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029784;4876285;22;OTU-16537;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300007043_6;3300007043.a:Ga0102536_100026;3300007043_6___00231;738;+;78765;79502;VR;+;79396;79482;end;127478;127549;87;72;14;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300007043;3093309;61;OTU-6831;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Firmicutes_A
3300007043_6;3300007043.a:Ga0102536_100026;3300007043_6___00296;822;+;125625;126446;VR;+;126340;126427;end;127478;127549;88;72;16;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300007043;3093309;61;OTU-6831;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Firmicutes_A
3300029724_16;3300029724.a:Ga0245182_100255;3300029724_16___01617;2361;-;23013;25373;VR;-;23020;23213;begin;21476;21525;194;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029724;2298319;15;OTU-9333;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300025677_20;3300025677.a:Ga0209719_1000579;3300025677_20___01759;2136;+;39403;41538;VR;+;41394;41452;end;43609;43653;59;45;11;3;Prodigal:002006;CDS;CDS;egtB_20;1.14.99.50;;Hercynine oxygenase;3300025677;2885593;186;OTU-13278;Engineered;Wastewater;Anaerobic digestor;Anaerobic digestor sludge;d__Bacteria;p__Myxococcota
3300029112_6;3300029112.a:Ga0168820_100301;3300029112_6___02906;975;+;30128;31102;VR;+;30997;31085;end;32127;32198;89;72;15;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029112;3264950;80;OTU-13776;Host-associated;Human;Digestive system;Host-associated;d__Bacteria;p__Firmicutes_A
3300012921_34;3300012921.a:Ga0164290_1000194;3300012921_34___01871;387;-;180192;180578;VR;-;180269;180344;middle;180092;180141;76;50;17;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300012921;3579520;70;OTU-6632;Terrestrial;Soil;Soil;Contaminated culture;d__Bacteria;p__Bacteroidota
3300012921_34;3300012921.a:Ga0164290_1000194;3300012921_34___01872;474;-;180590;181063;VR;-;180661;180737;begin;180092;180141;77;50;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300012921;3579520;70;OTU-6632;Terrestrial;Soil;Soil;Contaminated culture;d__Bacteria;p__Bacteroidota
3300029887_27;3300029887.a:Ga0245331_1003515;3300029887_27___00749;687;+;2927;3613;VR;+;3410;3604;end;5100;5149;195;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029887;1489357;282;OTU-9333;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300007657_7;3300007657.a:Ga0105536_100020;3300007657_7___01865;5766;-;66886;72651;VR;-;66928;67002;begin;66228;66280;75;53;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300007657;2859375;97;OTU-17249;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Bacteroidota
3300007657_7;3300007657.a:Ga0105536_100020;3300007657_7___01904;780;-;105193;105972;VR;-;105195;105306;begin;66228;66280;112;53;10;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300007657;2859375;97;OTU-17249;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Bacteroidota
3300029432_7;3300029432.a:Ga0243805_100005;3300029432_7___01047;1437;-;324319;325755;VR;-;324332;324451;begin;323742;323791;120;50;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029432;4960470;23;OTU-16537;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300029432_7;3300029432.a:Ga0243805_100005;3300029432_7___01095;612;-;359910;360521;VR;-;359988;360064;begin;323742;323791;77;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029432;4960470;23;OTU-16537;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300029617_7;3300029617.a:Ga0245125_100088;3300029617_7___01751;609;+;125669;126277;VR;+;126121;126197;end;162367;162416;77;50;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029617;4658022;50;OTU-16537;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029617_7;3300029617.a:Ga0245125_100088;3300029617_7___01800;1431;+;160409;161839;VR;+;161705;161824;end;162367;162416;120;50;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029617;4658022;50;OTU-16537;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300014563_5;3300014563.a:Ga0134418_1000006;3300014563_5___02067;1854;-;11474;13327;VR;-;12715;12803;end;14796;14843;89;48;14;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014563;2675247;71;OTU-13478;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300014563_5;3300014563.a:Ga0134418_1000006;3300014563_5___02123;402;-;55708;56109;VR;-;55821;55895;middle;14796;14843;75;48;9;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014563;2675247;71;OTU-13478;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300014799_9;3300014799.a:Ga0134377_1000020;3300014799_9___00150;1854;-;11465;13318;VR;-;12706;12794;end;14787;14834;89;48;14;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014799;2760618;63;OTU-13478;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300014799_9;3300014799.a:Ga0134377_1000020;3300014799_9___00206;402;-;55699;56100;VR;-;55812;55886;middle;14787;14834;75;48;9;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014799;2760618;63;OTU-13478;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029402_6;3300029402.a:Ga0243962_100063;3300029402_6___03741;609;+;73495;74103;VR;+;73947;74023;end;110668;110717;77;50;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029402;4754723;26;OTU-16537;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300029402_6;3300029402.a:Ga0243962_100063;3300029402_6___03793;1437;+;108704;110140;VR;+;110006;110125;end;110668;110717;120;50;20;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029402;4754723;26;OTU-16537;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Bacteroidota
3300024964_1;3300024964.a:Ga0208514_100057;3300024964_1___04192;408;+;68863;69270;VR;+;69162;69249;end;70341;70390;88;50;9;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300024964;5266028;79;OTU-16678;Aquatic;Freshwater;Freshwater;Freshwater sediment;d__Bacteria;p__Proteobacteria
3300024964_1;3300024964.a:Ga0208514_100057;3300024964_1___04193;465;+;69306;69770;VR;+;69668;69757;end;70341;70390;90;50;11;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300024964;5266028;79;OTU-16678;Aquatic;Freshwater;Freshwater;Freshwater sediment;d__Bacteria;p__Proteobacteria
3300029336_30;3300029336.a:Ga0243752_100151;3300029336_30___01263;1737;-;105;1841;VR;-;1067;1162;middle;3067;3114;96;48;23;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029336;1945022;14;OTU-5971;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Firmicutes_A
3300029336_30;3300029336.a:Ga0243752_100151;3300029336_30___01291;876;-;21992;22867;VR;-;22129;22206;begin;3067;3114;78;48;8;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029336;1945022;14;OTU-5971;Host-associated;Human;Digestive system;Human feces;d__Bacteria;p__Firmicutes_A
3300029912_5;3300029912.a:Ga0247050_1004099;3300029912_5___01027;1854;+;1305;3158;VR;+;3045;3155;end;3675;3724;111;50;18;1;Prodigal:002006;CDS;CDS;egtB_3;1.14.99.50;;Hercynine oxygenase;3300029912;4536599;524;OTU-17875;Aquatic;Freshwater;Freshwater;Cryconite;d__Bacteria;p__Myxococcota
3300015204_7;3300015204.a:Ga0167626_1004033;3300015204_7___02224;1854;-;2661;4514;VR;-;2662;2772;begin;2094;2143;111;50;18;0;Prodigal:002006;CDS;CDS;egtB_3;1.14.99.50;;Hercynine oxygenase;3300015204;4625132;433;OTU-17875;Terrestrial;Soil;Soil;Glacier forefield soil;d__Bacteria;p__Myxococcota
3300029036_7;3300029036.a:Ga0169607_1000005;3300029036_7___00407;822;-;89987;90808;VR;-;90004;90091;begin;88884;88918;88;35;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029036;2526528;63;OTU-6831;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Firmicutes_A
3300029036_7;3300029036.a:Ga0169607_1000005;3300029036_7___00474;738;-;136697;137434;VR;-;136715;136799;begin;88884;88918;85;35;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029036;2526528;63;OTU-6831;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Firmicutes_A
3300029877_8;3300029877.a:Ga0245326_100352;3300029877_8___01279;1296;+;4260;5555;VR;+;5459;5532;end;5727;5776;74;50;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029877;2411420;32;OTU-6831;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300021603_24;3300021603.a:Ga0226659_10000555;3300021603_24___00199;930;+;21007;21936;VR;+;21745;21934;end;22658;22707;190;50;27;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300021603;3515454;172;OTU-7887;Engineered;Bioreactor;Anaerobic;granular sludge;d__Bacteria;p__Bacteroidota
3300026197_8;3300026197.a:Ga0209925_1013308;3300026197_8___01564;1089;-;2334;3422;VR;-;2355;2461;begin;254;303;107;50;25;1;Prodigal:002006;CDS;CDS;egtB_3;1.14.99.50;;Hercynine oxygenase;3300026197;3603392;269;OTU-13930;Terrestrial;Soil;Soil;Pond soil;d__Bacteria;p__Bacteroidota
3300026197_8;3300026197.a:Ga0209925_1013308;3300026197_8___01564;1089;-;2334;3422;VR;-;2358;2461;begin;303;349;104;47;23;0;Prodigal:002006;CDS;CDS;egtB_3;1.14.99.50;;Hercynine oxygenase;3300026197;3603392;269;OTU-13930;Terrestrial;Soil;Soil;Pond soil;d__Bacteria;p__Bacteroidota
3300029609_20;3300029609.a:Ga0245148_100192;3300029609_20___00879;738;+;44087;44824;VR;+;44718;44804;end;93585;93656;87;72;14;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029609;2270990;70;OTU-6831;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029609_20;3300029609.a:Ga0245148_100192;3300029609_20___00946;822;+;91733;92554;VR;+;92448;92535;end;93585;93656;88;72;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029609;2270990;70;OTU-6831;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029710_19;3300029710.a:Ga0245233_100029;3300029710_19___01351;699;+;14536;15234;VR;+;15128;15214;end;64386;64457;87;72;14;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029710;2492499;33;OTU-15627;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029710_19;3300029710.a:Ga0245233_100029;3300029710_19___01420;822;+;62534;63355;VR;+;63249;63336;end;64386;64457;88;72;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029710;2492499;33;OTU-15627;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
